CODE INSEE;NOM DE LA COMMUNE;CODE POSTAL;LIBELLE D'ACHEMINEMENT;Y Centroid;Nom Region;Nom Dept;statut;Code Region;Code Commune;Z Moyen;code;X Centroid;geom_x_y;geom;Id Geofla;X Chef Lieu;Code Canton;Superficie;Population;Nom Commune;Code Arrondissement;Y Chef Lieu;Code commune complet
88160;EPINAL;88000;EPINAL;67904;LORRAINE;VOSGES;Préfecture;41;160;401;88;9586;48.1631202656,6.47989286928;"{""type"": ""Polygon"", ""coordinates"": [[[6.4298380887, 48.1225775492], [6.4264461267, 48.1250360066], [6.4028826673, 48.1215755447], [6.3944586983, 48.1294831581], [6.3939610825, 48.1363965773], [6.4027172432, 48.1449076401], [6.4411177376, 48.167706108], [6.4273567787, 48.1772303744], [6.43477286, 48.1891735428], [6.4477141292, 48.191399075], [6.4483064044, 48.1971639686], [6.4565504604, 48.205587117], [6.4616608589, 48.2058516739], [6.4726780592, 48.19882718], [6.4842638525, 48.1800579382], [6.5134478959, 48.1865331682], [6.5321720674, 48.1805249353], [6.5425567455, 48.1811413301], [6.545106022, 48.1914229017], [6.5540556746, 48.2000977328], [6.5592820826, 48.2004806715], [6.5784864107, 48.1898299633], [6.5788539844, 48.1793613865], [6.5706152078, 48.1752334755], [6.5551910486, 48.1737627371], [6.5481391187, 48.1574017555], [6.5331487121, 48.148241087], [6.52424342, 48.1485165901], [6.5112042754, 48.1412765142], [6.5096289874, 48.141872855], [6.4961728636, 48.1467761812], [6.4825822547, 48.1421254257], [6.4679289603, 48.1442056069], [6.4605478328, 48.1352804307], [6.4479047419, 48.1258783665], [6.4298380887, 48.1225775492]]]}";6935;9565;99;5937;32.8;EPINAL;1;67915;88160
26362;VALENCE;26000;VALENCE;64266;RHONE-ALPES;DROME;Préfecture;82;362;147;26;8510;44.9229811667,4.91444013136;"{""type"": ""Polygon"", ""coordinates"": [[[4.9104512907, 44.8897182634], [4.8821273536, 44.8875811359], [4.8780010402, 44.8937480546], [4.8543238843, 44.8965234515], [4.8575755846, 44.9028903759], [4.8686337398, 44.9096035203], [4.8710851832, 44.916226734], [4.8865892998, 44.9366516305], [4.9002790982, 44.9395165549], [4.9259896517, 44.9548620604], [4.9400299871, 44.9563021473], [4.9472958911, 44.952950852], [4.9645372511, 44.958861965], [4.9719743068, 44.9593247433], [4.9760130387, 44.9533448102], [4.9758555879, 44.9384419743], [4.9528167547, 44.9395786422], [4.9472821631, 44.9342989655], [4.9471618038, 44.9275463461], [4.9377103717, 44.9203894572], [4.9336705911, 44.9138852841], [4.9371823882, 44.8999635511], [4.9282375772, 44.9007406131], [4.9162148071, 44.8956260451], [4.9104512907, 44.8897182634]]]}";25890;8491;98;3679;64.4;VALENCE;3;64277;26362
36044;CHATEAUROUX;36000;CHATEAUROUX;66344;CENTRE;INDRE;Préfecture;24;44;152;36;6004;46.8029617828,1.69399812001;"{""type"": ""Polygon"", ""coordinates"": [[[1.741129322, 46.8023953328], [1.7280084609, 46.7971000223], [1.7013232932, 46.7774225746], [1.6918930762, 46.7754785646], [1.6837692674, 46.7786006728], [1.6703850909, 46.7834355134], [1.6603766119, 46.7953502983], [1.6409764712, 46.7992830318], [1.6461300008, 46.8050621569], [1.6606832116, 46.8068265076], [1.6717367002, 46.8181751491], [1.6729052847, 46.825095579], [1.691728887, 46.8284809962], [1.7072338222, 46.820920931], [1.7195014653, 46.8258398357], [1.7265163256, 46.8209919561], [1.7293376546, 46.8108834775], [1.7424037027, 46.8056871162], [1.741129322, 46.8023953328]]]}";4331;6001;98;2540;46.4;CHATEAUROUX;2;66352;36044
40192;MONT DE MARSAN;40000;MONT DE MARSAN;63173;AQUITAINE;LANDES;Préfecture;72;192;58;40;4196;43.899361404,-0.490722577455;"{""type"": ""Polygon"", ""coordinates"": [[[-0.4528730952, 43.8632089967], [-0.45983386, 43.8587096969], [-0.4778389316, 43.8550923377], [-0.4820607889, 43.8565520098], [-0.4770056665, 43.8661445741], [-0.4891188557, 43.8811975109], [-0.5128504727, 43.8847418695], [-0.5184019439, 43.8905444657], [-0.531459151, 43.8952213761], [-0.5558261696, 43.8952228192], [-0.5495318798, 43.9033822276], [-0.5409437131, 43.9023189482], [-0.5355673229, 43.9104567191], [-0.5182317411, 43.9302138342], [-0.5091658239, 43.9315685736], [-0.4758021128, 43.9298161138], [-0.4716937765, 43.9280550863], [-0.4760813887, 43.914970672], [-0.4724074603, 43.9127544866], [-0.4485614988, 43.9134383747], [-0.4507088462, 43.8869320909], [-0.4591937575, 43.8752684002], [-0.4528730952, 43.8632089967]]]}";14066;4187;98;3661;30.4;MONT-DE-MARSAN;2;63163;40192
42218;ST ETIENNE;42230;ST ETIENNE;64817;RHONE-ALPES;LOIRE;Préfecture;82;218;633;42;8108;45.4301235512,4.37913997076;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[4.4649089926, 45.3724243556], [4.4626261598, 45.3745345823], [4.4486612046, 45.3844065286], [4.4465256925, 45.3946829867], [4.4356503894, 45.4061794408], [4.425985524, 45.4067080876], [4.4064940882, 45.3968406618], [4.3976061444, 45.3997437005], [4.3936418803, 45.3976496532], [4.3820891868, 45.4029260954], [4.3720331281, 45.417648233], [4.358841374, 45.4204746481], [4.3625075786, 45.4265721857], [4.3661842771, 45.4325434081], [4.3554057694, 45.4505599669], [4.3585598461, 45.4529173927], [4.3603883456, 45.4586140129], [4.3699667395, 45.464054148], [4.3821700222, 45.467398815], [4.3879031445, 45.4755595564], [4.412254243, 45.4731753548], [4.4124844797, 45.4661207016], [4.4231207295, 45.458637338], [4.4218829576, 45.4457743515], [4.426177926, 45.4441257487], [4.4592443748, 45.4404852276], [4.4704692054, 45.4469671518], [4.4605727841, 45.4394322301], [4.4609562753, 45.436013911], [4.4699870061, 45.4238997198], [4.4806347687, 45.417437295], [4.4760288961, 45.3937488936], [4.4832427339, 45.3891235662], [4.4889205868, 45.3839778175], [4.4760940169, 45.3798246167], [4.4717609736, 45.3812415407], [4.4649089926, 45.3724243556]]], [[[4.3002617573, 45.4135054036], [4.2771360665, 45.4176257062], [4.2633534462, 45.416034758], [4.2514077243, 45.4215991737], [4.2471712941, 45.4299946605], [4.245242377, 45.4363831305], [4.2566092488, 45.4423892467], [4.2490618094, 45.4532263948], [4.2573386225, 45.4610590008], [4.2549206142, 45.4639228867], [4.2819731705, 45.4660306178], [4.2950563165, 45.4634127799], [4.2976851291, 45.4537731812], [4.3023018191, 45.4531162911], [4.3093951439, 45.4343015796], [4.3046026024, 45.4148598733], [4.3002617573, 45.4135054036]]]]}";8455;8086;99;7999;172.0;SAINT-ETIENNE;3;64825;42218
22278;ST BRIEUC;22000;ST BRIEUC;68393;BRETAGNE;COTES-D'ARMOR;Préfecture;53;278;82;22;2748;48.5149806053,-2.76154552773;"{""type"": ""Polygon"", ""coordinates"": [[[-2.7369956054, 48.497339822], [-2.750938622, 48.4877438699], [-2.7608019724, 48.4953830599], [-2.7593936141, 48.4987437344], [-2.7877880834, 48.505759183], [-2.8215760397, 48.5271435373], [-2.7862273483, 48.5320564329], [-2.7740149622, 48.5256247868], [-2.748087591, 48.5239701784], [-2.7287438858, 48.528486336], [-2.7209446082, 48.5331648049], [-2.7089140858, 48.532183762], [-2.7179255847, 48.5265367663], [-2.7100956667, 48.5203567313], [-2.7275102736, 48.5131135412], [-2.7369956054, 48.497339822]]]}";13951;2749;99;1941;46.0;SAINT-BRIEUC;4;68392;22278
6088;NICE;6300;NICE;62994;PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;Préfecture;93;88;115;06;10414;43.7119992661,7.23826889465;"{""type"": ""Polygon"", ""coordinates"": [[[7.3087452542, 43.6923708409], [7.3059997061, 43.6842700803], [7.2955634576, 43.6855210627], [7.2857644717, 43.6944597136], [7.2616284319, 43.6938945687], [7.2477789231, 43.6906878852], [7.2334707201, 43.6814238888], [7.2259916423, 43.6611789029], [7.2131390928, 43.6477653205], [7.1986494377, 43.6459564752], [7.2015635165, 43.6516827369], [7.1992506818, 43.6548357937], [7.1996959492, 43.6615856465], [7.1878304615, 43.6912925554], [7.1843804528, 43.7186744279], [7.1827637489, 43.7414264644], [7.1851621693, 43.7466868683], [7.1993902505, 43.7608451695], [7.2156911296, 43.75377187], [7.2215585008, 43.7443347743], [7.2424479559, 43.7512992776], [7.2486225645, 43.7515810634], [7.2524014012, 43.7425480464], [7.279486138, 43.7430451816], [7.2851523485, 43.7345584143], [7.2973370098, 43.7385927097], [7.2965592253, 43.7550430321], [7.2962376354, 43.758705553], [7.2982243187, 43.755527009], [7.3071814185, 43.7534515956], [7.3091846913, 43.7404401616], [7.2954690691, 43.7319256589], [7.30333372, 43.723801618], [7.320853008, 43.72344954], [7.3234234772, 43.7229328524], [7.3149281252, 43.7196925017], [7.3014572858, 43.7049602848], [7.3087452542, 43.6923708409]]]}";14249;10439;99;7391;340.7;NICE;2;62985;6088
55029;BAR LE DUC;55000;BAR LE DUC;68537;LORRAINE;MEUSE;Préfecture;41;29;252;55;8590;48.7642280465,5.16346492169;"{""type"": ""Polygon"", ""coordinates"": [[[5.1343943194, 48.7269641845], [5.1360350947, 48.7438050651], [5.1267094117, 48.7596718807], [5.1307583131, 48.7695146305], [5.1404308985, 48.7720498212], [5.1465108447, 48.7851755206], [5.1425960037, 48.7946117317], [5.1571312945, 48.7980299972], [5.1714093703, 48.7834479474], [5.1969133283, 48.784169275], [5.2026976639, 48.7805718049], [5.2113071051, 48.7810155568], [5.2132144485, 48.7717399195], [5.2061931366, 48.7631063306], [5.1935869358, 48.7546020438], [5.1814222533, 48.7611231289], [5.1665766515, 48.7641196153], [5.16346771, 48.7613508195], [5.1666722085, 48.751341598], [5.163467273, 48.7413135671], [5.1682372802, 48.7352976329], [5.1655849886, 48.7323496009], [5.1343943194, 48.7269641845]]]}";4571;8592;92;2369;15.9;BAR-LE-DUC;1;68545;55029
39300;LONS LE SAUNIER;39000;LONS LE SAUNIER;66225;FRANCHE-COMTE;JURA;Préfecture;43;300;287;39;8954;46.6744796278,5.55733212947;"{""type"": ""Polygon"", ""coordinates"": [[[5.5519026471, 46.6565316328], [5.5405948118, 46.6598187835], [5.5344671827, 46.6667470837], [5.5335361937, 46.6697946283], [5.546861151, 46.6818506106], [5.5444052308, 46.6844726419], [5.5527899564, 46.68656558], [5.5574845855, 46.6917402091], [5.5630098882, 46.6881394558], [5.5762090621, 46.6854383798], [5.5823472192, 46.6865075542], [5.5784649752, 46.6731174537], [5.5701239564, 46.6691605735], [5.5663754034, 46.6637760912], [5.5521622102, 46.6628951644], [5.5519026471, 46.6565316328]]]}";34908;8951;97;762;17.9;LONS-LE-SAUNIER;2;66225;39300
85191;LA ROCHE SUR YON;85000;LA ROCHE SUR YON;66280;PAYS DE LA LOIRE;VENDEE;Préfecture;52;191;68;85;3631;46.6675261644,-1.4077954093;"{""type"": ""Polygon"", ""coordinates"": [[[-1.3883168214, 46.6184546022], [-1.3944647652, 46.6130693404], [-1.3994318968, 46.6131581104], [-1.4229004429, 46.6247803269], [-1.4334227395, 46.6303706548], [-1.4344978855, 46.6363263162], [-1.4503071486, 46.6487087867], [-1.4858237924, 46.6602832996], [-1.5063819088, 46.673609079], [-1.4947513819, 46.6790442379], [-1.4920511258, 46.6855263762], [-1.4829618504, 46.6876589207], [-1.4814653083, 46.6944543937], [-1.4765438215, 46.6953320976], [-1.4665218526, 46.6882285653], [-1.462309625, 46.6884828087], [-1.4543608668, 46.6975038415], [-1.4465430722, 46.7022353726], [-1.432335986, 46.7061222456], [-1.4154017103, 46.7193740121], [-1.4036204968, 46.7202688353], [-1.4016181396, 46.7178927708], [-1.4017944336, 46.7113388527], [-1.3829036937, 46.7077878574], [-1.3635380358, 46.6927540872], [-1.3537273481, 46.6938034283], [-1.3352185691, 46.6898246168], [-1.3403035806, 46.6665556447], [-1.3252505316, 46.6533727768], [-1.3395566714, 46.6439311121], [-1.3883168214, 46.6184546022]]]}";6877;3616;98;8778;52.2;LA ROCHE-SUR-YON;2;66283;85191
90010;BELFORT;90000;BELFORT;67344;FRANCHE-COMTE;TERRITOIRE DE BELFORT;Préfecture;43;10;412;90;9885;47.6471539414,6.84541206237;"{""type"": ""Polygon"", ""coordinates"": [[[6.847257635, 47.6217963957], [6.8348815023, 47.6350543483], [6.8270500029, 47.645755752], [6.8183827312, 47.6465081231], [6.8258593825, 47.6505348252], [6.8351836635, 47.6498234221], [6.8342694715, 47.6560263446], [6.8106348467, 47.6526637242], [6.798230393, 47.6502112631], [6.7912967873, 47.6549152079], [6.7919839013, 47.6582000384], [6.8076694465, 47.6660431921], [6.830833137, 47.6707557136], [6.8355943927, 47.6620205469], [6.8501374189, 47.660956275], [6.8757821066, 47.6505916211], [6.8941424371, 47.6547299897], [6.888013852, 47.646228764], [6.8768912336, 47.6326483092], [6.8786179452, 47.6296260363], [6.847257635, 47.6217963957]]]}";12614;9899;99;1708;50.2;BELFORT;1;67335;90010
66136;PERPIGNAN;66000;PERPIGNAN;61774;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;Préfecture;91;136;38;66;6917;42.6965954131,2.89936953979;"{""type"": ""Polygon"", ""coordinates"": [[[2.8860386018, 42.6499805161], [2.8756394033, 42.6547968924], [2.8677139977, 42.6530521937], [2.860119931, 42.6555419298], [2.8528292513, 42.663048357], [2.8442255122, 42.6642589141], [2.8490594832, 42.6698850604], [2.8420905074, 42.6743973718], [2.8387369096, 42.6842463483], [2.8269732008, 42.689622531], [2.8264457889, 42.690745546], [2.842754887, 42.6945919092], [2.8699002668, 42.6994475191], [2.8742756714, 42.7054048192], [2.8672193845, 42.7097749618], [2.8525352579, 42.7310918688], [2.8558138487, 42.7369047232], [2.8664018, 42.7419805877], [2.8906152359, 42.7488145423], [2.8960411793, 42.7436858479], [2.8951874311, 42.7368156153], [2.9107022209, 42.7290971556], [2.9245548431, 42.7305104474], [2.9301962561, 42.7146627714], [2.9490633562, 42.7230621753], [2.9580510437, 42.7226434861], [2.9608107202, 42.7171059625], [2.9732619035, 42.7131447014], [2.9822475951, 42.7136770447], [2.9768727255, 42.7084881493], [2.9741136365, 42.6896333782], [2.9615260036, 42.6864378198], [2.9308056888, 42.694316409], [2.9221060022, 42.6921256287], [2.9186965808, 42.6898034305], [2.9201852359, 42.6796178752], [2.9307265205, 42.668647456], [2.9298412091, 42.6652753539], [2.9260888613, 42.655787661], [2.9297089225, 42.653749228], [2.9065332733, 42.6518794225], [2.8944662568, 42.6569299232], [2.8899732747, 42.6560263317], [2.8860386018, 42.6499805161]]]}";3560;6913;99;6831;117.9;PERPIGNAN;2;61775;66136
79191;NIORT;79000;NIORT;65867;POITOU-CHARENTES;DEUX-SEVRES;Préfecture;54;191;33;79;4334;46.328260242,-0.465353019369;"{""type"": ""Polygon"", ""coordinates"": [[[-0.4584923952, 46.2939607133], [-0.4708705288, 46.284318144], [-0.4890454857, 46.2871695779], [-0.487693277, 46.3069506787], [-0.5256953937, 46.3061048147], [-0.5287555719, 46.3118058516], [-0.5417036669, 46.3163073842], [-0.5390759498, 46.3257543918], [-0.5260949827, 46.3496196303], [-0.5235721512, 46.3524828902], [-0.5098748955, 46.350003196], [-0.5110342969, 46.3625775049], [-0.5034903251, 46.3665502586], [-0.4988440795, 46.365566275], [-0.4757705245, 46.362468508], [-0.4676637941, 46.3660233304], [-0.4583160576, 46.3645947778], [-0.4508345371, 46.3729154416], [-0.4420943368, 46.3699799633], [-0.442854262, 46.356626422], [-0.4283427627, 46.3550178635], [-0.4307865432, 46.348743243], [-0.4130032936, 46.3486823714], [-0.4227562466, 46.3414767514], [-0.3994259692, 46.3386060177], [-0.3849498311, 46.3296905334], [-0.3816908451, 46.3270654023], [-0.3878037102, 46.3215750989], [-0.3896046024, 46.304459836], [-0.3993378569, 46.3035027041], [-0.4266392005, 46.3102103928], [-0.4391523221, 46.2920228961], [-0.4584923952, 46.2939607133]]]}";366;4337;98;6834;56.9;NIORT;2;65864;79191
95500;PONTOISE;95000;PONTOISE;68838;ILE-DE-FRANCE;VAL-D'OISE;Préfecture;11;500;51;95;6338;49.0513737853,2.09487928948;"{""type"": ""Polygon"", ""coordinates"": [[[2.0906582784, 49.0239665978], [2.0842047167, 49.0316959594], [2.0854504175, 49.0378382181], [2.0722217665, 49.0471696487], [2.0948147721, 49.0702628997], [2.0904147166, 49.0722169096], [2.0991924848, 49.0695764335], [2.1072870332, 49.0612562643], [2.1202223478, 49.0650294152], [2.1265237737, 49.0638254959], [2.1005172546, 49.0460540179], [2.0957938734, 49.0360731191], [2.0906582784, 49.0239665978]]]}";14851;6342;19;725;29.8;PONTOISE;3;68838;95500
2B033;BASTIA;20200;BASTIA;61977;CORSE;HAUTE-CORSE;Préfecture;94;33;260;2B;12266;42.6864768806,9.42502133338;"{""type"": ""Polygon"", ""coordinates"": [[[9.4491972375, 42.6622449923], [9.4133444558, 42.6665246999], [9.3931863148, 42.6746162143], [9.3908766751, 42.6775147005], [9.3985213381, 42.6932125826], [9.4048358851, 42.7047955092], [9.4138096315, 42.7052042948], [9.4210984239, 42.7090693958], [9.4386513701, 42.7063079704], [9.4462284973, 42.7096669528], [9.4545093911, 42.7081205075], [9.4548702736, 42.7014591151], [9.4469723863, 42.6858335692], [9.4491972375, 42.6622449923]]]}";14006;12285;99;1977;43.5;BASTIA;2;61994;2b033
54395;NANCY;54100;NANCY;68480;LORRAINE;MEURTHE-ET-MOSELLE;Préfecture;41;395;231;54;9337;48.6901995499,6.17588254434;"{""type"": ""Polygon"", ""coordinates"": [[[6.162289985, 48.668135076], [6.1612862886, 48.6791799823], [6.1551765415, 48.6883076374], [6.1360800713, 48.6906659205], [6.1368961864, 48.7006361986], [6.1499356553, 48.7062424589], [6.1654847772, 48.7049575304], [6.1799990286, 48.7085770766], [6.1924492208, 48.7030954035], [6.2038729844, 48.6986571349], [6.2126364058, 48.6730986811], [6.2004217309, 48.6758399139], [6.1941046548, 48.6718954854], [6.1876776216, 48.6768296357], [6.162289985, 48.668135076]]]}";19776;9342;98;1494;106.3;NANCY;3;68483;54395
37261;TOURS;37200;TOURS;67023;CENTRE;INDRE-ET-LOIRE;Préfecture;24;261;71;37;5262;47.3986382281,0.696526376417;"{""type"": ""Polygon"", ""coordinates"": [[[0.7046303485, 47.3501800758], [0.6992219506, 47.3539276508], [0.6900243728, 47.3613191879], [0.65657986, 47.3665484033], [0.660394122, 47.3751360154], [0.6658720122, 47.3799563273], [0.6645028752, 47.3949508306], [0.6796393356, 47.4028369025], [0.6727881393, 47.4255928845], [0.6753040779, 47.4355045332], [0.6822572643, 47.4392275431], [0.6909838824, 47.4390948567], [0.6931542776, 47.4364722207], [0.7104048309, 47.4387491878], [0.7343301537, 47.4288701209], [0.7268220517, 47.4065877082], [0.729528129, 47.4003275682], [0.7087109548, 47.3986043341], [0.7061952771, 47.3932322841], [0.714754076, 47.3803694042], [0.734363471, 47.3791322786], [0.7373305608, 47.3766864709], [0.7172679913, 47.3733311907], [0.7046303485, 47.3501800758]]]}";33494;5256;99;3335;135.2;TOURS;2;67016;37261
41018;BLOIS;41000;BLOIS;67215;CENTRE;LOIR-ET-CHER;Préfecture;24;18;103;41;5726;47.5817013938,1.30625551583;"{""type"": ""Polygon"", ""coordinates"": [[[1.2856385454, 47.5416088737], [1.2721546425, 47.5453443904], [1.264858045, 47.5575168781], [1.2580984975, 47.573109223], [1.254120619, 47.5824673776], [1.2591840916, 47.5830742299], [1.2607827132, 47.5899676622], [1.2749335826, 47.5935629484], [1.3040793759, 47.6078820773], [1.3180901836, 47.6165837325], [1.3409467313, 47.6206199856], [1.3419054571, 47.6034737238], [1.3558799958, 47.5936239058], [1.3534508283, 47.581327345], [1.3482246931, 47.5717550735], [1.325999247, 47.5567178182], [1.3055936108, 47.5652014673], [1.2856385454, 47.5416088737]]]}";16602;5742;99;3752;46.0;BLOIS;1;67227;41018
6088;NICE;6000;NICE;62994;PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;Préfecture;93;88;115;06;10414;43.7119992661,7.23826889465;"{""type"": ""Polygon"", ""coordinates"": [[[7.3087452542, 43.6923708409], [7.3059997061, 43.6842700803], [7.2955634576, 43.6855210627], [7.2857644717, 43.6944597136], [7.2616284319, 43.6938945687], [7.2477789231, 43.6906878852], [7.2334707201, 43.6814238888], [7.2259916423, 43.6611789029], [7.2131390928, 43.6477653205], [7.1986494377, 43.6459564752], [7.2015635165, 43.6516827369], [7.1992506818, 43.6548357937], [7.1996959492, 43.6615856465], [7.1878304615, 43.6912925554], [7.1843804528, 43.7186744279], [7.1827637489, 43.7414264644], [7.1851621693, 43.7466868683], [7.1993902505, 43.7608451695], [7.2156911296, 43.75377187], [7.2215585008, 43.7443347743], [7.2424479559, 43.7512992776], [7.2486225645, 43.7515810634], [7.2524014012, 43.7425480464], [7.279486138, 43.7430451816], [7.2851523485, 43.7345584143], [7.2973370098, 43.7385927097], [7.2965592253, 43.7550430321], [7.2962376354, 43.758705553], [7.2982243187, 43.755527009], [7.3071814185, 43.7534515956], [7.3091846913, 43.7404401616], [7.2954690691, 43.7319256589], [7.30333372, 43.723801618], [7.320853008, 43.72344954], [7.3234234772, 43.7229328524], [7.3149281252, 43.7196925017], [7.3014572858, 43.7049602848], [7.3087452542, 43.6923708409]]]}";14249;10439;99;7391;340.7;NICE;2;62985;6088
6088;NICE;6200;NICE;62994;PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;Préfecture;93;88;115;06;10414;43.7119992661,7.23826889465;"{""type"": ""Polygon"", ""coordinates"": [[[7.3087452542, 43.6923708409], [7.3059997061, 43.6842700803], [7.2955634576, 43.6855210627], [7.2857644717, 43.6944597136], [7.2616284319, 43.6938945687], [7.2477789231, 43.6906878852], [7.2334707201, 43.6814238888], [7.2259916423, 43.6611789029], [7.2131390928, 43.6477653205], [7.1986494377, 43.6459564752], [7.2015635165, 43.6516827369], [7.1992506818, 43.6548357937], [7.1996959492, 43.6615856465], [7.1878304615, 43.6912925554], [7.1843804528, 43.7186744279], [7.1827637489, 43.7414264644], [7.1851621693, 43.7466868683], [7.1993902505, 43.7608451695], [7.2156911296, 43.75377187], [7.2215585008, 43.7443347743], [7.2424479559, 43.7512992776], [7.2486225645, 43.7515810634], [7.2524014012, 43.7425480464], [7.279486138, 43.7430451816], [7.2851523485, 43.7345584143], [7.2973370098, 43.7385927097], [7.2965592253, 43.7550430321], [7.2962376354, 43.758705553], [7.2982243187, 43.755527009], [7.3071814185, 43.7534515956], [7.3091846913, 43.7404401616], [7.2954690691, 43.7319256589], [7.30333372, 43.723801618], [7.320853008, 43.72344954], [7.3234234772, 43.7229328524], [7.3149281252, 43.7196925017], [7.3014572858, 43.7049602848], [7.3087452542, 43.6923708409]]]}";14249;10439;99;7391;340.7;NICE;2;62985;6088
9122;FOIX;9000;FOIX;62083;MIDI-PYRENEES;ARIEGE;Préfecture;73;122;489;09;5865;42.9658502274,1.61037495894;"{""type"": ""Polygon"", ""coordinates"": [[[1.5899993856, 42.9312081826], [1.5899241798, 42.9438713093], [1.5818214717, 42.9517967756], [1.5821902162, 42.9582507346], [1.5733677094, 42.9579721045], [1.5711643438, 42.9634025735], [1.5754073985, 42.9636747556], [1.5923693548, 42.9773092177], [1.6056313916, 42.9780126962], [1.6118595632, 42.9829144332], [1.6126043938, 43.002469714], [1.6129696202, 43.0076914547], [1.6217097491, 43.0055730545], [1.6353676855, 42.9959968044], [1.6192477672, 42.9751661994], [1.6294846899, 42.963919033], [1.6409022482, 42.9575070052], [1.6454780049, 42.9519162629], [1.6418231551, 42.9458978707], [1.6339316446, 42.9425508886], [1.6210719052, 42.9448241314], [1.6207321351, 42.9483006074], [1.616355179, 42.949575525], [1.5965026817, 42.9401617767], [1.5899993856, 42.9312081826]]]}";2243;5862;5;1951;9.9;FOIX;1;62083;9122
49007;ANGERS;49000;ANGERS;67145;PAYS DE LA LOIRE;MAINE-ET-LOIRE;Préfecture;52;7;32;49;4322;47.476837416,-0.556125995444;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5521358991, 47.4410914706], [-0.5653372943, 47.4392818272], [-0.5891699303, 47.4510472406], [-0.5904310348, 47.4575684083], [-0.5951959728, 47.4584845759], [-0.6135575853, 47.4549330279], [-0.6157215889, 47.4613989266], [-0.6091731826, 47.4661618833], [-0.6076904687, 47.4757055863], [-0.609639788, 47.4888373757], [-0.5961990521, 47.4834953221], [-0.5818222596, 47.4847766084], [-0.5743533631, 47.5017123111], [-0.5675705172, 47.5070744786], [-0.5693773755, 47.5140204707], [-0.5610479039, 47.5179608053], [-0.5409472226, 47.5183212806], [-0.5309094248, 47.5260416302], [-0.5267967769, 47.5239946787], [-0.5237764326, 47.5138952171], [-0.5317863529, 47.5012630689], [-0.5300031938, 47.4980192582], [-0.5085483841, 47.4893778656], [-0.519395231, 47.4673438413], [-0.5148815445, 47.4579019073], [-0.5165487991, 47.4549680994], [-0.5094419928, 47.447685787], [-0.5231170916, 47.4504081728], [-0.5330581488, 47.4432314133], [-0.5521358991, 47.4410914706]]]}";7094;4322;98;4433;147.3;ANGERS;1;67140;49007
83137;TOULON;83100;TOULON;62307;PROVENCE-ALPES-COTE D'AZUR;VAR;Préfecture;93;137;126;83;9387;43.1361589728,5.93239634249;"{""type"": ""Polygon"", ""coordinates"": [[[5.9790603256, 43.1065401221], [5.9262671741, 43.1036940125], [5.9310430258, 43.1147967651], [5.9210069352, 43.1218737298], [5.9119518811, 43.1199317121], [5.9054072586, 43.1148791385], [5.88733733, 43.116147965], [5.8816079755, 43.132826077], [5.8845562342, 43.1394525669], [5.8821961462, 43.1603970558], [5.893524454, 43.1641709501], [5.9022259607, 43.1714347468], [5.9231937591, 43.1631816335], [5.93713549, 43.1653229994], [5.9547213567, 43.1600719968], [5.956337042, 43.1568053626], [5.9767783194, 43.1483579939], [5.9855702268, 43.1231823036], [5.9790603256, 43.1065401221]]]}";1882;9386;99;4419;165.5;TOULON;2;62294;83137
84007;AVIGNON;84000;AVIGNON;63168;PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;Préfecture;93;7;25;84;8477;43.9352448339,4.84071572505;"{""type"": ""Polygon"", ""coordinates"": [[[4.9219959229, 43.8867587888], [4.9029453131, 43.8876686808], [4.8813347875, 43.9015641311], [4.8548052855, 43.9107948722], [4.8109735639, 43.9142760944], [4.7735964967, 43.9196424109], [4.7390611309, 43.9240684708], [4.748517676, 43.9315059672], [4.7792281795, 43.9381035669], [4.7919687824, 43.9522714407], [4.8145134142, 43.9649074231], [4.8101320329, 43.9784382477], [4.813902611, 43.9884132051], [4.8376266172, 43.9851993764], [4.8444537296, 43.989657593], [4.8455539007, 43.996678854], [4.8515683575, 43.9891142466], [4.8533815637, 43.968567337], [4.8385294724, 43.9555939855], [4.8411516663, 43.9526691638], [4.8553965607, 43.9508168568], [4.8839708684, 43.9527675643], [4.8986383511, 43.9310794631], [4.8974613782, 43.9170386195], [4.9271767262, 43.9052836619], [4.9179469925, 43.8985055932], [4.9219959229, 43.8867587888]]]}";2841;8451;97;6491;89.6;AVIGNON;2;63182;84007
